Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2017,100000,1,0,1,17.57,1193,88.7,5,4.25
2018,51530,2,1,1,10.91,3198,197.2,7,30.27
2013,81456,2,0,1,15.8,2148,170,5,14.25
2012,37229,1,1,1,16.95,1197,78.9,5,3.41
2009,73200,1,0,1,17,1497,118,5,2.78
2015,71826,2,1,1,19.3,1968,141,5,15.5
2017,129000,2,0,1,25,1396,69,5,3
2012,82000,1,0,1,18.9,998,67.1,5,2.3
2017,40459,2,0,1,19.67,1582,126.2,5,13.28
2009,61964,1,0,1,19,998,66.1,5,2.25
2011,15466,1,0,1,22.5,998,67.04,5,3.36
2014,23000,1,0,1,17.3,1497,117.3,7,4.25
2012,43766,1,0,1,20.36,1197,78.9,5,4.3
2010,54000,1,1,1,15,3597,262.6,5,6
2018,18521,2,0,1,22.54,1396,88.73,5,9.18
2017,26400,1,0,1,23.1,998,67.04,5,4.99
2011,31900,1,0,1,13.4,1798,157.8,5,3.75
2010,39000,2,0,1,20,1399,68,5,2.5
2016,45671,2,0,1,27.3,1498,98.6,5,7.2
2016,39500,2,1,1,15,2143,204,5,29.5
2015,54000,2,1,1,17.9,2143,136,5,17.55
2012,20000,2,1,1,18.5,1985,163,5,12
2009,55000,2,1,1,11.8,2967,246.7,5,13.5
2014,48000,2,1,1,22.32,1582,126.32,5,5.1
2011,70000,2,1,1,22.69,1995,190,5,10.3
2014,62000,2,0,1,22.32,1582,126.32,5,5.7
2014,41994,1,0,1,22.5,998,67.04,5,3.41
2010,108882,2,0,2,20,1399,68,5,2.4
2017,24806,1,0,1,18.15,1198,82,6,5.6
2006,160000,2,0,1,17,1405,70,5,1
2017,30000,2,1,1,18.49,1493,100,7,8.2
2015,51000,2,1,1,15.17,1968,181,5,27.5
2015,64876,1,0,1,21.5,1197,81.8,5,3.5
2016,70536,3,0,1,31.79,998,58.33,5,4.58
2017,25299,2,0,1,24.3,1248,88.5,5,10.34
2006,89869,2,0,1,12.7,2609,116.6,8,3.25
2007,103515,2,0,3,12.6,1991,112,7,5
2008,68282,1,0,1,17.92,1086,62.1,5,2.25
2014,60033,2,1,1,18.18,2967,250,4,51.52
2018,51921,2,0,1,24.3,1248,88.5,5,8.62
2017,18414,2,0,1,23.4,1248,74,5,7.25
2016,40866,1,0,1,19.5,1199,86.76,5,5.47
2014,55001,2,1,1,16.36,2179,187.7,5,31
2017,20469,1,1,1,16.82,1998,189.08,4,35.98
2017,8500,1,0,1,21.1,814,55.2,5,3.42
2008,45000,2,1,2,16.77,2967,241.38,5,11.5
2016,6000,1,0,1,17.19,1197,81.86,5,7.25
2018,11000,2,0,1,28.4,1248,74,5,8
2015,80064,2,0,1,22.7,1498,89.84,5,7.33
2016,29930,1,0,1,18.9,998,67.1,5,3.35
2013,49105,2,0,1,20.34,1498,103.2,5,4.4
2012,55000,1,0,1,17.6,1496,88.7,5,2.99
2015,23000,1,0,1,18.7,1199,88.7,5,5.6
2016,54727,2,0,1,20.14,1498,88.73,5,6.63
2018,31426,2,0,1,21.66,1498,108.62,5,7.9
2015,53442,1,0,1,16.8,1497,116.3,5,7
2014,28000,1,1,1,16.5,1198,86.8,5,4.95
2017,13412,1,1,1,14.3,1598,103.52,5,9.19
2011,70000,2,0,1,16.8,1493,110,5,5.1
2015,81310,2,0,1,21.19,1396,88.76,5,5.9
2019,13574,1,1,1,21.4,1197,83.1,5,9.51
2008,75000,1,0,2,11.1,2354,158.8,5,3.9
2014,58310,1,0,2,19.1,1197,85.8,5,5.39
2009,90000,2,0,2,19.3,1248,73.9,5,3
2012,83000,2,0,1,23.4,1248,74,5,4.3
2017,37282,1,0,1,20.85,1197,83.14,5,6.75
2017,23000,1,0,1,18.9,1197,82,5,4.5
2010,82000,2,0,1,17.8,1399,68,5,2.75
2016,31000,2,0,1,23.9,1582,126.2,5,9
2014,45001,2,0,2,20,1399,68.05,5,2.55
2014,50446,2,0,1,21.12,1248,88.8,5,3.54
2009,89000,1,0,1,13.5,1799,130,5,4.25
2007,72000,1,0,2,19.7,796,46.3,5,1.2
2013,90000,2,1,1,22.48,1995,190,5,19.5
2015,76000,2,0,2,16,2179,140,7,12
2012,78401,2,0,1,23.2,1248,73.94,5,3.9
2017,38426,2,0,1,24.3,1248,88.5,5,9.13
2011,45000,1,0,1,15.1,1196,73,7,2.25
2012,83000,1,0,1,17.5,1197,85.8,5,3.25
2017,50170,2,1,1,17.01,1582,126.2,5,14.79
2010,37822,1,0,1,22.5,998,67.04,5,2.35
2015,33517,2,0,1,27.62,793,47,5,3.1
2014,110000,2,1,1,13.01,2199,194.3,7,12.9
2017,60000,1,0,1,21.1,814,55.2,5,2.5
2013,92408,1,0,1,18.5,1197,82.85,5,3.65
2014,45000,1,0,1,17.1,1591,121.3,5,7.5
2013,33793,1,0,1,18.4,1198,86.8,5,3.74
2017,26327,1,0,1,20.4,1197,81.8,5,5.86
2018,20604,2,1,1,19.27,2143,167.62,5,39.62
2018,61386,2,0,1,25.2,1248,74,5,7.05
2018,11500,2,1,1,28.4,1248,74,5,7.5
2012,58000,2,0,1,25.44,936,57.6,5,2.1
2014,38000,1,1,1,13.7,1798,157.75,5,11.6
2012,49000,2,1,2,14.84,2143,167.62,5,19.25
2017,72202,2,0,1,13.68,2393,147.8,8,17.92
2016,7000,1,0,1,20.36,1197,78.9,5,3.6
2014,20000,2,0,2,25.8,1498,98.6,5,4.5
2017,14061,2,0,1,21.9,1396,88.76,5,7.4
2018,30706,2,1,1,11.57,2987,254.79,5,59.29
2011,51387,2,0,1,12.05,2179,120,7,5.5
2006,44000,1,0,2,15.3,1341,83,5,1.75
2016,12208,1,0,1,21.4,1197,83.1,5,6.75
2011,55000,2,0,1,16.52,1991,123.7,5,3.95
2011,61600,1,0,1,17.1,1591,121.3,5,4.2
2016,28414,1,0,1,17,1497,118,5,8.4
2017,27853,1,1,1,17.21,1197,103.5,5,8.25
2013,55116,1,0,1,19.4,1198,86.8,5,3.31
2017,26000,2,0,1,26.59,1248,74,5,7.5
2012,45496,1,0,1,17,1497,118,5,4.75
2013,76000,2,1,2,11.18,2696,184,7,8.79
2014,136000,1,0,1,13.1,1798,157.75,5,9.5
2010,38127,1,0,1,19.7,796,46.3,5,1.55
2014,82450,2,0,1,23,1396,90,5,5.85
2014,62497,1,0,1,15.8,1499,110,5,7.52
2011,86732,2,0,1,23.08,1461,63.1,5,3.6
2016,27969,1,0,1,19.4,1198,86.8,5,4.73
2013,66372,2,1,1,11.18,2696,184,7,10.5
2013,73525,2,1,1,16.46,2993,258,5,34.54
2018,20689,1,0,1,18.9,1197,81.86,5,6.07
2018,25093,1,0,1,21.4,1197,83.1,5,7.76
2016,49176,2,0,1,11.68,2498,112,8,7.46
2012,87510,2,0,1,21.8,1461,78,5,3.49
2012,38214,1,0,2,18.5,1197,80,5,4.05
2013,48986,2,0,1,10.5,2835,107.2,6,11.88
2011,88000,1,1,1,14.53,1794,138.1,5,6.45
2015,69002,2,1,1,15.97,2993,258,5,50
2011,43706,1,1,1,10.9,2497,215,5,9
2016,58671,2,1,1,17.01,1582,126.2,5,14.25
2017,49404,2,0,1,18.49,1493,100,7,7.36
2010,72000,2,0,1,12.05,2179,120,8,4.4
2016,24000,1,0,1,25.17,799,53.3,5,3.1
2017,53285,1,1,1,22.5,999,67,5,4.28
2017,12000,1,0,1,16.1,1197,85,5,5.5
2012,45000,2,1,1,17,1896,105,5,6.99
2018,26234,1,0,1,24.7,796,47.3,5,4.29
2014,55000,1,0,1,18.6,1197,85.8,5,4.2
2012,90000,2,0,1,23,1396,90,5,4.11
2015,48000,2,1,1,15.73,1968,174.33,5,18.75
2017,19863,2,1,1,11.57,2987,254.79,5,64.95
2010,55000,1,0,2,19.81,1086,68.05,5,1.59
2016,4800,1,0,1,20.51,998,67.04,5,3.6
2017,38607,1,0,2,17.8,1497,117.3,5,7.87
2018,3958,1,0,1,18.9,1197,81.86,5,5.55
2014,74000,2,0,2,25.1,1498,98.6,5,6.4
2009,54540,1,0,3,17.5,1298,85.8,5,2.65
2015,58400,1,0,1,17.5,1298,85.8,5,5.5
2013,73648,2,0,1,15.1,2179,140,7,7.31
2016,83000,2,0,1,28.09,1248,88.5,5,7.1
2016,16159,2,0,1,22.32,1582,126.32,5,7.83
2005,150000,2,0,1,13.1,1493,82,5,0.85
2014,22100,1,0,1,19.4,1198,86.8,5,3.55
2017,35043,1,0,1,17.19,1197,81.86,5,8.19
2018,24000,2,1,1,18.88,1995,184,5,28
2015,480000,2,1,1,16.96,1968,138.03,5,13
2011,70000,1,0,2,15.26,1598,103.5,5,3.29
2015,13769,1,0,2,16.1,1197,85,5,4.41
2013,58000,2,0,1,19.01,1461,108.45,5,4.99
2009,58000,2,1,1,18.56,1995,190,5,17.98
2018,18705,2,0,1,20.5,1248,91.72,5,7.71
2013,32378,1,0,1,20.51,998,67.04,5,2.8
2013,45000,2,0,1,22.1,1248,76.9,5,3
2015,36836,2,0,1,15.1,2179,140,7,12.49
2016,54199,2,0,1,23,1248,88.8,5,5
2017,36935,2,1,1,18.56,1995,190,5,32.64
2015,23000,2,0,1,25.2,1248,74,5,6.5
2015,14000,2,1,1,18.12,1995,190,5,35
2015,100073,2,0,2,25,1396,69.01,5,2
2015,59182,2,0,1,15.1,2179,140,7,9.46
2016,72132,2,1,2,12.07,2967,241.4,7,39
2009,79000,2,1,1,18.48,1995,177,5,15
2013,66930,1,0,1,17.1,1591,121.3,5,6.15
2015,100000,2,1,2,13.01,2199,194.3,7,14.5
2018,27413,1,1,1,20.51,998,67,5,5.18
2007,90000,1,0,2,17.3,1061,64,5,1.24
2013,40300,1,0,1,18.5,1197,82.85,5,2.8
2011,73783,1,1,2,13.7,1798,157.75,5,5.23
2005,86000,1,0,2,15.3,1341,83,5,0.45
2014,65694,1,0,1,18.9,998,67.1,5,3.25
2015,23000,1,0,1,16.8,796,34.2,5,1.5
2012,51000,1,0,1,20.36,1197,78.9,5,2.85
2018,18335,1,0,1,21.7,999,67,5,4.5
2014,36000,2,1,1,15,2147,107.3,5,16.25
2017,25000,1,1,1,17.21,1197,103.5,5,7.75
2007,81000,2,0,3,12.05,2179,120,8,4.35
2019,21719,2,1,1,12.9,2755,174.5,7,33.13
2013,75421,2,0,1,25.44,936,56.3,5,3.63
2010,80000,2,0,1,12.8,2494,102,8,4.75
2018,10671,1,0,1,20.85,1197,83.14,5,6.51
2018,4126,1,0,1,21.7,999,67,5,4.8
2017,98500,2,0,1,22.95,1248,74,5,6
2016,61578,1,0,1,18.9,1197,82,5,6.4
2014,54000,2,0,1,20.34,1498,103.2,5,4.9
2013,70998,2,1,1,17.68,1968,174.33,5,20.57
2015,40082,2,0,1,19.3,1248,73.9,5,4.76
2012,50619,1,0,1,18,995,62,5,2
2009,103905,2,1,1,22.69,1995,190,5,9.92
2018,15334,1,0,1,21.1,814,55.2,5,3.69
2013,69000,2,0,1,23.4,1248,74,5,5.75
2014,75160,2,0,1,20.14,1498,88.5,5,5.7
2014,44753,1,0,1,18,1198,86.7,5,4.94
2012,53024,1,1,1,14.4,1598,103.6,5,4.29
2014,23840,1,0,1,20.51,998,67.04,5,3
2014,81298,2,0,1,20.14,1498,88.8,5,6.5
2015,59000,1,0,2,16.47,1198,73.9,5,4.9
2016,51806,2,0,1,25.8,1498,98.6,5,5.4
2014,56000,2,1,1,18.53,1968,187.74,5,24
2019,29279,2,0,1,24.7,1047,69,5,7.46
2017,33550,2,1,1,21.5,1498,108.5,5,9.6
2014,62000,2,1,1,18.53,1968,187.74,5,25
2014,66000,2,0,1,19.01,1461,108.5,5,6.8
2016,46630,2,1,1,21.66,1498,103.52,5,8.59
2016,72566,2,0,1,25.83,1498,99,5,5.29
2011,51482,2,0,1,15.42,1405,70,8,2.5
2011,90000,2,1,1,14.84,2143,167.62,5,13.9
2014,69000,2,0,2,13,2982,168.5,7,20
2011,90000,1,0,2,17,1497,118,5,3.4
2015,39000,1,0,1,18.6,1197,81.83,5,5.5
2012,110000,2,0,2,20.54,1598,103.6,5,3.65
2011,68022,2,0,1,13.1,2499,141,7,5.86
2018,27852,1,1,1,14.8,1497,121.36,5,10.44
2013,58291,2,0,1,17.8,1248,250,5,5
2011,68439,2,0,1,23,1396,90,5,3.37
2011,150000,2,0,1,12.99,2494,100.6,8,6.95
2018,14000,2,0,1,21.5,1497,108.5,5,9.9
2012,71558,2,0,1,20,1399,68.05,5,3.3
2013,48000,2,1,2,17.85,2967,300,4,50.5
2015,65800,2,1,1,17.01,1582,126.2,5,12.5
2014,53000,2,1,1,16.55,1968,140,5,20.5
2017,14600,2,0,1,16,2179,140,7,14.5
2017,34429,2,1,1,13.8,2999,174.57,7,20
2014,52000,2,0,1,23.4,1248,74,5,5.25
2015,25470,1,0,1,20.73,1373,91.1,5,5.9
2013,22000,1,0,1,21.1,814,55.2,5,2.6
2007,75000,2,1,1,11,2987,198.5,5,11
2011,95995,2,1,1,18.48,1995,177,5,15.5
2017,26877,2,0,1,24,1186,73.97,5,5.75
2015,26000,2,1,1,14.47,2993,301.73,5,75
2007,140000,2,0,2,17.8,1248,75,5,2
2008,95291,1,0,1,17.92,1086,62.1,5,2.3
2009,135000,2,0,2,12.8,2494,102,8,8.2
2015,32000,1,0,1,18.6,1197,81.83,5,4.8
2008,68333,2,1,2,11,2987,198.5,5,8.5
2011,72000,2,0,1,20,1399,68,5,2.9
2012,52100,2,0,1,21.43,1364,86.79,5,6.5
2018,10000,1,0,1,18.9,1197,81.86,5,5.85
2019,6261,2,0,1,16.3,1956,170,5,23.91
2019,3906,1,1,1,20.89,1197,81.8,5,7.36
2014,55960,2,0,1,11.5,2982,171,7,17.25
2013,144000,2,0,1,20.54,1598,103.6,5,7
2017,38000,2,0,1,13.68,2393,147.8,7,17.65
2013,51000,2,0,1,20,1399,68.1,5,2.5
2015,150000,2,0,1,23.59,1364,67.05,5,6
2018,2500,2,0,1,18.06,2523,63,7,8.25
2018,41661,2,1,1,12.7,2179,187.7,5,44.83
2011,64000,2,1,1,16.07,1995,181,5,10.5
2008,80000,1,0,2,13.2,1495,94,5,1.9
2016,30000,1,1,2,23.1,998,67.04,5,4.25
2014,43000,2,1,2,16.36,2179,187.7,5,26.5
2013,90000,2,1,2,12.4,2698,179.5,5,22.5
2011,123880,2,0,1,23.08,1461,63.1,5,3.3
2015,42000,1,0,2,18,1198,86.7,5,4.3
2012,79824,2,0,1,19.87,1461,83.8,5,5.25
2015,75000,2,0,1,12.99,2494,100.6,8,11.75
2014,72411,1,0,1,18,1198,86.7,5,4.25
2012,63000,2,1,1,14.94,2143,204,5,14.22
2015,53713,1,0,1,17.71,1197,78.9,5,4.2
2017,18000,2,1,1,11.36,2755,171.5,8,18.25
2013,51000,2,0,1,15.8,2148,170,5,18.5
2008,86700,1,0,2,16.1,1298,88.2,5,2.4
2016,29000,2,0,1,27.39,1248,74,5,6.5
2014,56000,3,0,1,13.45,1086,62.1,5,3.2
2015,33000,1,1,1,23.1,998,67.04,5,3.99
2014,64394,2,0,1,22.7,1498,89.84,5,5.45
2010,76000,2,0,1,18.8,1248,90,5,2.7
2016,48719,2,0,1,27.3,1498,98.6,5,6.25
2016,59711,2,0,1,15.1,2179,140,7,13.28
2012,83000,2,0,1,23.08,1461,63.1,5,3.7
2018,10714,2,1,1,19.27,2143,167.62,5,39.51
2010,127510,2,0,2,19,1248,90,5,1.4
2014,35010,2,0,1,22.9,1248,74,5,3.5
2012,75451,1,0,1,17.5,1197,85.8,5,3.78
2015,83000,2,0,1,19.09,1405,69.01,5,2.7
2013,38755,2,0,1,25.8,1498,98.6,5,3.2
2016,30000,1,0,1,20.4,1197,81.8,5,5
2012,40000,2,0,1,20.77,1248,88.8,7,7
2014,19500,1,0,2,18.9,1197,82,5,2.85
2016,41000,1,0,1,19.69,1198,67.04,5,4.25
2014,30000,1,0,2,18.9,1197,82,5,4.9
2017,37000,2,0,1,17.1,1956,170,5,16.9
2014,62000,2,0,2,22.07,1199,73.9,5,4.25
2015,42023,1,1,1,15.5,1198,86.7,5,4.34
2012,51001,2,1,1,16.09,1995,184,5,17
2017,55389,2,1,1,18.88,1995,184,5,28.45
2014,46728,1,1,1,15.6,1497,116.3,5,6.15
2014,58995,2,0,1,12.83,2696,162,7,9.25
2015,37857,2,0,1,26.59,1248,74,5,4.85
2014,71000,2,0,1,25.2,1248,74,5,4.8
2012,49024,1,0,1,18.4,1198,86.8,5,2.3
2016,10770,1,0,1,18.9,1197,82,5,4.75
2017,72000,2,0,1,22.95,1248,74,5,5
2015,91000,1,0,1,21.1,814,55.2,5,2.5
2017,14000,1,0,1,18.6,1197,81.83,5,5.95
2014,48000,2,1,2,9,1984,181,5,16
2014,75136,2,0,1,22.7,1498,89.84,5,6.15
2014,32500,1,0,2,21.1,1197,85.8,5,4.05
2010,94500,2,0,2,21.9,1396,90,5,3.1
2013,34900,1,0,1,22,1197,81.8,5,5.49
2010,42400,1,1,3,8,4806,394.3,4,42.91
2015,50000,2,0,1,17.8,1248,75,5,5.7
2014,35000,1,0,1,19.4,1198,86.8,5,2.85
2012,37000,1,0,2,18.6,1199,79.4,5,2.35
2018,32807,1,1,1,13,1591,121.3,5,14.76
2008,119000,1,0,2,17.7,1497,78,5,2.25
2016,12000,1,0,1,18.5,1197,85.8,5,3.65
2016,46727,2,0,1,22.77,1498,98.59,5,7.25
2010,73336,2,1,1,13.2,1995,170,5,10.69
2014,9000,1,0,2,17.01,1591,121.3,5,5.5
2005,240000,2,0,4,12.8,2494,102,8,5.1
2014,25422,1,0,1,22.5,998,67.04,5,3.25
2018,14000,2,0,1,25.47,1248,88.5,7,9.25
2008,66000,1,0,1,19.7,796,46.3,5,1.7
2010,55324,1,0,1,19,998,66.1,5,2.87
2009,90000,2,1,1,11,2993,235,5,17.75
2017,43000,1,0,1,18.15,1198,82,5,4.5
2008,58483,1,1,2,19.2,1197,80,5,2.95
2007,93000,1,1,2,12.9,1799,130,5,2.6
2010,50000,1,0,1,20.36,1197,78.9,5,3
2014,78616,2,1,2,14.84,2143,170,5,15.5
2011,37000,1,0,1,17.6,1496,88.73,5,2.8
2010,54801,1,0,1,17,1497,118,5,2.5
2014,29000,2,0,1,23.4,1248,74,5,5.75
2010,68000,1,0,1,22,1197,81.8,5,2.8
2014,58000,1,0,1,17.01,1591,121.3,5,4.59
2012,64290,2,0,1,23.2,1248,73.94,5,3.65
2015,31000,2,0,1,13,2982,168.5,7,19.85
2018,16039,2,0,1,17.1,1956,170,5,18.5
2017,19860,1,0,1,18.6,1197,81.83,5,6.95
2014,48500,3,0,2,26.6,998,58.16,5,2.85
2012,75391,2,0,1,13.93,2179,138,7,3.75
2008,78000,2,0,2,19.3,1248,73.9,5,2.3
2016,78000,2,0,1,25,1396,69.01,5,2.3
2016,52000,2,0,1,28.4,1248,74,5,5.95
2016,30000,1,1,1,23.1,998,67.04,5,3.49
2016,19254,2,1,1,14.69,2993,258,5,47.7
2015,29651,1,0,1,16.47,1198,74,5,6.43
2011,80000,2,0,1,13.93,2179,138.03,7,4.5
2018,2971,1,1,1,13.6,1598,181,4,39.75
2015,21400,1,0,1,15.6,1196,70,5,4
2015,77000,2,0,1,26,1498,98.6,5,6.98
2006,80000,2,0,2,12.6,1991,112,7,1.75
2013,81755,2,0,1,20,1968,108.5,5,4.75
2016,99593,2,0,1,11.5,2982,171,7,23.5
2014,39791,2,0,1,22.32,1582,126.32,5,7.49
2015,113000,2,0,1,15.1,2179,140,7,10.85
2017,24000,1,0,1,25.17,799,53.3,5,3.5
2015,39000,1,0,2,18.6,1197,81.83,5,6.3
2012,37000,1,1,1,15.6,1497,116.3,5,6.75
2017,61108,2,1,1,10.91,3198,197,7,28.88
2016,61648,1,1,1,13.7,1798,157.75,5,14.23
2012,37000,2,1,3,22.69,1995,190,5,15
2013,53000,3,0,1,22.8,1373,80.9,7,5.8
2013,65000,2,0,1,23.2,1248,73.94,5,3.75
2005,120000,1,0,1,15,1086,250,5,1.15
2011,148009,2,0,2,11.5,2982,171,7,12.75
2009,53001,1,0,1,16.1,1298,88.2,5,1.95
2018,22345,1,0,1,20.3,1199,84,5,4.95
2015,50000,1,1,1,18,1497,117.3,5,8.25
2013,48183,2,1,1,13.2,1995,170,5,20.99
2010,93000,2,1,2,14.21,2143,203,5,17.5
2015,53500,2,0,1,28.4,1248,74,5,5.36
2014,17585,1,0,1,16.02,1373,93.7,7,6.35
2011,36226,1,0,1,17.01,1591,121.3,5,2.95
2019,25899,2,1,1,12.63,2179,147.5,5,55.7
2009,60170,1,0,1,15,1086,62,5,1.15
2017,11200,2,1,1,19.27,2143,167.62,5,37.5
2017,49045,1,0,1,20.36,1197,78.9,5,4.07
2012,45000,2,0,1,22.07,1199,73.9,5,2.99
2017,40000,2,0,1,24.3,1248,88.5,5,7.9
2016,36600,2,0,1,19.87,1461,83.8,5,7.49
2009,117000,2,0,1,18,1248,75,5,1.1
2016,16000,2,1,1,11.3,2987,254.8,7,56
2016,50000,2,0,1,25.4,1186,73.97,5,3.5
2008,150000,2,0,1,18.1,1493,110,5,3
2014,11000,1,0,1,17.01,1591,121.3,5,6.1
2010,102016,1,0,1,15.6,1196,70,5,2.25
2016,38000,2,0,1,25.2,1248,74,5,5.95
2013,71491,2,0,1,23.08,1461,63.12,5,4.95
2015,46354,1,0,2,16.47,1198,74,5,5.49
2019,87000,2,1,1,22.69,1995,190,5,6.67
2015,20765,1,0,1,15,1598,103.52,5,6.25
2005,58000,1,0,2,15,999,250,5,1.51
2014,51076,2,1,1,12.07,2967,241.4,7,34.88
2016,84085,2,0,1,26.21,1248,88.5,5,6.9
2014,55000,2,0,1,25.1,1498,98.6,5,5.99
2010,73000,1,1,1,10.93,3498,272,5,10.4
2012,50001,2,1,1,14.57,2967,241.38,5,29
2016,93166,2,0,2,14.02,2179,118.3,7,5.85
2006,99583,1,1,3,12,1493,100,5,2.21
2010,72000,1,0,1,15.5,1586,103.3,5,2.4
2009,70000,1,0,3,14.53,1798,138.1,5,3
2012,61000,1,1,2,14.4,1598,103.6,5,3.75
2015,66510,1,0,1,21.1,814,55.2,5,2.95
2011,84062,2,0,1,20,1968,108.5,5,5.8
2012,80799,2,0,1,22.9,1248,74,5,4.9
2018,5000,1,1,1,14.28,1798,138.03,5,16.95
2013,92000,2,0,1,12.99,2494,100,8,12.5
2017,53000,2,0,1,27.28,1047,69,5,5
2015,39822,1,0,1,15.41,1598,103.52,5,4.68
2016,29000,2,1,1,10.91,3198,197,7,29.8
2017,24214,1,0,2,25.17,799,53.3,5,3.46
2012,75000,2,0,1,23,1396,90,5,4
2012,77216,2,0,2,17.5,1896,106,5,4.5
2013,74290,2,0,1,21.43,1364,87.2,5,5.87
2015,61000,2,0,1,15.4,2179,120,8,9.5
2013,44000,2,1,1,14.16,1968,174.3,5,32.5
2014,74041,2,0,1,18.2,1248,73.8,8,3.88
2013,85846,2,1,1,22.69,1995,190,5,13.08
2012,52000,2,0,1,21.64,1461,84.8,5,3.5
2010,47000,1,0,2,12.8,2354,177.6,5,3.5
2010,72010,2,0,1,16.8,1493,110,5,4.45
2015,15000,1,0,1,16.8,796,34.2,8,2.35
2015,480000,1,0,1,17.4,1497,117.3,5,5
2012,24720,2,1,2,15,2967,241.4,5,28
2007,75000,1,0,2,16.6,1388,68,5,2
2015,57000,2,0,1,22.54,1396,88.73,5,6.35
2015,41057,2,1,1,13,2143,201.1,5,24.63
2012,92000,3,0,2,26.2,998,58.2,5,3
2016,20000,2,0,1,22.77,1498,98.59,5,7.9
2011,52359,1,0,1,18.5,1197,80,5,3.25
2016,17000,1,0,2,17.8,1497,117.3,5,8.25
2011,39002,2,0,1,23.08,1461,63.1,5,2.85
2010,129986,2,0,2,20,1399,68,5,3.2
2013,45000,1,0,1,18.44,1198,75,5,1.75
2013,41300,2,0,1,17.8,1248,250,5,3.38
2009,82002,1,0,2,12.8,2354,177.6,5,5.75
2010,67000,1,1,1,13.7,1798,157.75,5,4.7
2017,21260,1,0,1,14,796,35,5,2.9
2012,55362,2,0,1,21.9,1396,88.8,5,4.25
2017,13000,2,1,1,17.01,1582,126.2,5,14.5
2016,45725,2,0,1,25.2,1248,74,5,5.34
2014,105000,2,0,1,25.2,1248,74,5,3.85
2009,156056,2,0,1,12.8,2494,102,8,8.5
2016,135000,2,0,1,24.4,1120,71,5,4.2
2016,67000,2,0,1,20.77,1248,88.7,7,6.75
2016,90000,2,1,1,10.91,3198,197.2,7,26
2019,32251,2,0,1,22.54,1396,88.73,5,8.61
2009,47000,1,0,1,19,998,67.1,5,1.46
2011,75308,2,0,2,21.1,1248,73.9,5,2.8
2018,44202,3,0,1,32.26,998,58.2,4,4
2014,58000,1,0,1,17,1497,118,5,5.47
2009,60000,1,0,1,17.5,1298,85.8,5,2.45
2014,45000,2,1,1,17.05,1995,184,5,21.5
2010,41195,1,0,1,15,1368,90,5,1.38
2016,89000,2,0,1,16,2179,140,7,13.5
2009,60510,1,1,2,16.95,1197,78.9,5,3.1
2016,8500,1,0,1,21.4,1197,83.1,5,5.49
2017,35981,2,0,1,24.3,1248,88.5,5,9.51
2012,23152,1,0,1,15.6,1196,70.02,5,2.39
2014,74663,3,0,1,33.54,998,67.04,5,3.25
2014,61529,1,1,1,18.19,1197,103.5,5,5.65
2010,91596,2,0,1,14.95,2489,93.7,7,1.85
2019,14298,1,1,1,13.33,2995,340,5,2.02
2013,83327,2,0,1,19.3,1248,73.9,5,5.8
2017,22857,1,0,1,16.2,1199,74,5,6.9
2013,34620,1,0,2,17.01,1591,121.3,5,5.35
2010,56000,1,0,1,19.81,1086,68.05,5,2.85
2014,81000,2,1,1,13,2143,204,5,22.75
1998,95150,1,0,3,17.3,993,60,5,0.45
2013,32776,1,0,1,20.36,1197,78.9,5,4.64
2016,51587,2,0,1,25.8,1498,98.6,5,5.27
2016,36000,2,0,1,14.1,2179,148,7,10
2015,22000,1,0,1,18.5,1198,86.8,5,3.95
2010,30754,1,0,1,17,1197,80,5,3.38
2018,37109,1,0,1,14.69,1390,120.33,5,16.8
2010,45000,1,0,1,16.7,1198,88.8,5,1.99
2017,33284,1,0,1,18.9,1197,82,5,5.84
2016,55115,2,1,1,14.74,2993,270.9,5,36.15
2014,18000,2,1,1,16.36,2179,187.7,5,25.7
2013,130790,2,0,1,16,2179,140,7,9.24
2015,16607,2,0,1,22.7,1598,118,5,7.65
2015,32205,2,1,1,17.11,1968,174.33,5,25.31
2013,67000,2,0,1,19.01,1461,108.45,5,4.75
2014,57676,1,0,1,19.1,1197,85.8,5,6.69
2012,41000,1,0,1,16.47,1198,73.9,5,3.1
2012,65000,1,0,1,19.7,796,35,8,1.55
2019,12153,1,1,1,18.9,1197,81.86,5,6.84
2014,16810,1,0,1,25.4,624,37.5,4,1.6
2017,61221,1,1,1,17.84,1395,147.51,5,21.73
2015,22000,1,0,1,16.47,1198,74,5,4.75
2015,63714,1,0,1,22.74,796,47.3,5,2.45
2019,14857,2,1,1,20.7,1496,113.98,5,31.55
2012,69000,2,1,2,15.2,1968,140.8,5,10.25
2019,14648,2,0,1,12.62,2198,158,7,27.36
2013,100000,1,0,2,15.8,1499,110,5,6.5
2016,22000,1,0,1,18.9,1197,82,5,4.25
2014,10000,1,0,1,18.2,1199,82.4,5,5.5
2015,107000,1,0,1,20.85,1197,83.14,5,4
2017,48198,1,0,1,17.57,1193,88.7,5,4.65
2015,15000,2,1,1,19.27,2143,170,5,28.5
2014,80073,2,0,1,17.3,1998,163.7,5,7.11
2013,85388,2,0,1,21.1,1248,73.9,5,3.9
2017,14700,1,0,1,18.9,1197,81.86,5,5.6
2012,150000,2,0,3,28.4,1248,73.75,5,2.25
2011,34994,2,0,1,22.32,1582,126.32,5,3.9
